actor,id,mesh,x_cm,y_cm,z_cm,qx,qy,qz,qw,sx,sy,sz
MoonRock_002747,2747,2,47552.261440597,-61732.055521395,467.051828158,0.025276557,-0.030849801,-0.233728876,0.971483504,0.328187623,0.327997996,0.330268743
MoonRock_002748,2748,2,47687.674038253,-61107.836771395,487.472045672,0.007444679,-0.052608014,-0.523221881,0.850538557,0.239363409,0.239108050,0.241847523
MoonRock_002749,2749,2,47873.623745285,-62181.616068270,474.516332400,0.038712319,0.013619355,-0.991166647,0.126113230,0.139616229,0.139818520,0.140607971
MoonRock_002750,2750,2,48106.741421066,-61632.079935457,508.339679491,0.037361218,-0.045407686,-0.702702175,0.709050023,0.407634827,0.406867500,0.411904781
MoonRock_002751,2751,2,44765.847866378,-59690.478372957,352.694785845,-0.050606032,0.005789936,0.994083148,0.095938527,0.295789372,0.296518698,0.299362641
MoonRock_002752,2752,2,44944.741909347,-59028.100443270,378.969919932,-0.039440395,-0.017426231,0.989854681,0.135382759,0.318507535,0.318505763,0.321146702
MoonRock_002753,2753,2,44972.378628097,-59194.128275301,376.878798258,0.021548173,-0.041115602,-0.125367688,0.991023777,0.495379612,0.495480692,0.500104513
MoonRock_002754,2754,2,45133.535854660,-59081.066751863,390.416038286,0.044729710,0.010785808,-0.927526096,0.370915435,0.236066663,0.236397336,0.238402773
MoonRock_002755,2755,2,45166.507046066,-58978.149271395,395.269859087,0.016020345,-0.047199312,0.432103183,0.900445674,0.310220554,0.310671234,0.313494043
MoonRock_002756,2756,2,45295.303432785,-59003.979349520,403.077161562,-0.040941598,-0.026972050,0.952851699,0.299449385,0.320102709,0.319676055,0.322924640
MoonRock_002757,2757,2,45536.355678878,-59015.441751863,421.535218012,-0.028845693,-0.052787387,0.736393764,0.673873610,0.087118444,0.086945643,0.088061952
MoonRock_002758,2758,2,45569.778530441,-58928.771829988,423.628533137,0.006517506,-0.048359172,0.546026199,0.836345803,0.174541266,0.174497625,0.176055999
MoonRock_002759,2759,2,45873.501674972,-58948.510599520,445.020282519,-0.040798575,-0.003629637,0.979303800,0.198207893,0.354142469,0.354545404,0.357265915
MoonRock_002760,2760,2,45943.435757003,-60650.048685457,397.299206507,0.025614652,-0.020748371,-0.779683316,0.625305783,0.121712857,0.121672580,0.122018275
MoonRock_002761,2761,2,46046.988003097,-60808.862162020,397.817385447,0.025851786,-0.023856554,-0.405682019,0.913337095,0.468185023,0.467831562,0.470310365
MoonRock_002762,2762,2,46194.632046066,-60545.056009676,411.175573122,0.030348110,0.021008632,-0.967899759,0.248611516,0.452727731,0.453270976,0.455493139
MoonRock_002763,2763,2,46295.645229660,-60604.174662020,413.992154848,0.028304745,0.010973273,-0.977035637,0.210902329,0.143249906,0.143344485,0.143977984
MoonRock_002764,2764,2,46356.326382003,-60432.848978426,421.598303568,0.025111836,0.015660241,-0.916282828,0.399437018,0.217668050,0.217784340,0.218568140
MoonRock_002765,2765,2,46595.657436691,-60488.879251863,430.431306612,0.003859437,-0.035386147,0.649975869,0.759120738,0.488234032,0.488144962,0.490558363
MoonRock_002766,2766,2,46682.327358566,-60804.614115145,426.878512156,0.032106208,0.012839602,-0.881258382,0.471368221,0.333442324,0.333635934,0.335111368
MoonRock_002767,2767,2,46838.186733566,-60805.358744051,435.957372439,0.005422391,-0.044289868,0.598530464,0.799856417,0.114803050,0.114765465,0.115667607
MoonRock_002768,2768,2,46980.752651535,-60566.259622957,447.651851427,-0.023417984,-0.016192634,0.945110452,0.325508264,0.256152079,0.256043303,0.256881377
MoonRock_002769,2769,2,46999.185268722,-60601.940775301,447.674262774,-0.028307458,-0.014705261,0.925368781,0.377723525,0.492880852,0.492630258,0.494617504
MoonRock_002770,2770,2,47124.319546066,-60120.287943270,472.252023470,0.032636461,-0.036643965,0.613383589,0.788259255,0.374088310,0.374595254,0.377607967
MoonRock_002771,2771,2,45790.835659347,-58877.770853426,441.340768587,0.033417444,-0.044613980,-0.682062613,0.729166276,0.483940324,0.482945322,0.488351324
MoonRock_002772,2772,2,46115.420620285,-58865.344095613,463.320768130,0.029807314,-0.047147716,-0.759537658,0.648067252,0.236620188,0.236303533,0.238643482
MoonRock_002773,2773,2,46161.563198410,-58488.476419832,486.756408465,0.042175286,-0.045539924,0.096942771,0.993352636,0.291456836,0.292074252,0.296581835
MoonRock_002774,2774,2,44898.794643722,-58441.772318270,387.041151774,-0.046867313,-0.014776903,0.920010123,0.388801327,0.422246923,0.421815593,0.426088225
MoonRock_002775,2775,2,44795.974819503,-58285.095072176,381.842410814,0.049089420,0.002642229,-0.944719548,0.324173137,0.238165647,0.238490742,0.240891677
MoonRock_002776,2776,2,44959.939663253,-58261.242533113,394.569838297,-0.003318814,-0.052212043,0.575482200,0.816139158,0.173067967,0.172897938,0.174686794
MoonRock_002777,2777,2,46704.434292160,-58033.752298738,560.084855807,0.082190434,-0.060235720,-0.736858021,0.668323759,0.189199115,0.189124729,0.195344435
MoonRock_002778,2778,2,47399.466030441,-57471.288919832,683.076083910,0.006899247,-0.092684689,0.134112664,0.986598065,0.062510848,0.063042170,0.065184858
MoonRock_002779,2779,2,47739.419643722,-57467.663431551,737.244117510,0.017663344,-0.102286064,0.305890334,0.946391394,0.177146500,0.178599475,0.186084240
MoonRock_002780,2780,2,47924.282924972,-57325.659037020,775.293481600,0.111517425,0.046228317,-0.889712658,0.440270591,0.341750253,0.345419976,0.364445057
MoonRock_002781,2781,2,45280.459682785,-55659.570169832,343.006575358,-0.077811166,-0.049972204,0.686985101,0.720763256,0.408809242,0.408268409,0.420514371
MoonRock_002782,2782,2,45331.778042160,-55539.562845613,338.190901529,-0.032181777,-0.105098920,-0.665298550,0.738441866,0.280490294,0.279908608,0.291992704
MoonRock_002783,2783,2,45128.067104660,-54937.878275301,254.640114557,-0.092300519,-0.146764583,0.824905093,0.538026355,0.464570130,0.462077548,0.501847726
MoonRock_002784,2784,2,44705.264370285,-54691.882181551,162.285256636,-0.039278718,-0.106354696,-0.769277798,0.628774626,0.084363681,0.083891147,0.087339768
MoonRock_002785,2785,2,44946.316616378,-52050.817728426,91.146910441,-0.000231105,-0.088430067,0.351502053,0.932001275,0.400541635,0.401779904,0.414399352
MoonRock_002786,2786,2,44631.887905441,-51799.926615145,53.642684471,-0.084506847,-0.090551136,0.987619775,0.096261434,0.333979614,0.331868427,0.355830460
MoonRock_002787,2787,2,45428.592007003,-51633.093119051,164.661360037,0.005912539,-0.075240448,0.300954170,0.950647413,0.061414148,0.061635945,0.063015285
MoonRock_002788,2788,2,45582.473842941,-51311.816263582,193.089330446,0.050729604,0.024737857,-0.984628176,0.165293375,0.410399371,0.411518257,0.416617461
MoonRock_002789,2789,2,46054.788296066,-51293.859720613,242.970597994,0.079714906,0.006539999,-0.901325107,0.425694507,0.230585230,0.230974485,0.236904652
MoonRock_002790,2790,2,45847.049038253,-51274.865579988,220.220458758,0.028776518,-0.066258175,-0.238539906,0.968442295,0.339687832,0.339662010,0.347178997
MoonRock_002791,2791,2,46113.198940597,-51227.087259676,251.527965319,0.059223458,0.015399992,-0.986373703,0.152716535,0.203037393,0.203813807,0.206672452
MoonRock_002792,2792,1,60117.190639816,-58073.937845613,-1817.534267652,0.063097623,0.082435058,0.968054793,0.228239061,0.132260738,0.131120100,0.137756541
MoonRock_002793,2793,1,60409.646694503,-58034.960794832,-1851.100551832,-0.081302833,0.043606503,-0.317821965,0.943651165,0.227087221,0.225244339,0.234359595
MoonRock_002794,2794,1,60451.382534347,-57885.473490145,-1873.742496717,-0.068899922,0.065336983,0.254496687,0.962400808,0.187636855,0.188829201,0.195638220
MoonRock_002795,2795,1,60786.099331222,-57274.816751863,-1986.685955274,-0.103475046,0.059797482,-0.605322738,0.786957152,0.268435411,0.266843851,0.282014210
MoonRock_002796,2796,1,59652.529995285,-56852.343607332,-1903.561603773,-0.043415812,0.069863211,0.055177476,0.995082733,0.106688642,0.107122354,0.110107875
MoonRock_002797,2797,1,60050.991909347,-56766.113138582,-1954.643642652,-0.011533918,0.089736069,0.627860854,0.773049258,0.160622342,0.160302111,0.165178061
MoonRock_002798,2798,1,60181.363003097,-56707.348490145,-1973.439609754,-0.014130729,0.084152181,0.613252705,0.785264193,0.239325624,0.238924408,0.245457237
MoonRock_002799,2799,1,59665.872280441,-56612.805033113,-1919.889080274,-0.071962162,0.073263844,-0.847450584,0.520846776,0.195262214,0.195655375,0.200321331
MoonRock_002800,2800,1,60408.047573410,-56354.577494051,-2014.663707960,0.005098087,0.086261725,0.754991507,0.650015961,0.336835697,0.335143153,0.343689716
MoonRock_002801,2801,1,60042.263882003,-56304.687357332,-1973.961841810,0.007097812,0.063790842,-0.052116682,0.996576239,0.313387382,0.314692926,0.319694005
MoonRock_002802,2802,1,60181.192104660,-56277.624369051,-1987.744152296,-0.064275480,0.012713151,-0.935214773,0.347966044,0.061969674,0.061992971,0.063116743
MoonRock_002803,2803,1,60012.515346847,-55517.736673738,-2015.818416822,-0.062787334,-0.019902316,-0.870920625,0.486989644,0.368230601,0.368959230,0.374667443
MoonRock_002804,2804,1,60517.019741378,-55487.585306551,-2060.523998487,-0.034616833,0.070230835,0.659557736,0.747564645,0.209511979,0.209537491,0.214019281
MoonRock_002805,2805,1,60155.300991378,-55444.177103426,-2031.854831922,-0.023623643,0.061256351,0.528242361,0.846551588,0.339492859,0.340271649,0.345557777
MoonRock_002806,2806,1,60307.132046066,-55443.127298738,-2044.611561048,-0.030531615,0.054702581,0.129525856,0.989595120,0.067741850,0.067973025,0.068999881
MoonRock_002807,2807,1,60464.920132003,-55389.892435457,-2060.840809095,-0.053920857,0.054864064,-0.781007383,0.619766039,0.161699319,0.161644865,0.164344018
MoonRock_002808,2808,1,59871.060268722,-55340.209818270,-2013.859951246,-0.037478744,0.071857560,0.808834851,0.582424261,0.343236581,0.342560889,0.348849012
MoonRock_002809,2809,1,60340.652553878,-55328.283548738,-2052.811825025,-0.039680184,0.048881966,-0.329649144,0.942001846,0.328999920,0.327944207,0.333867708
MoonRock_002810,2810,1,60073.623745285,-55312.743997957,-2030.822193373,-0.026564713,0.057265001,0.397479191,0.915437234,0.430062476,0.431459988,0.437790869
MoonRock_002811,2811,1,59432.656948410,-52084.655619051,-2124.740802992,0.070372252,0.009710903,0.976521771,0.203368323,0.307298745,0.308401494,0.314607846
MoonRock_002812,2812,1,58165.530483566,-51992.187357332,-1946.882831800,-0.018238058,0.098606953,0.469562580,0.877185856,0.480825721,0.482589151,0.501387363
MoonRock_002813,2813,1,68777.700893722,-61368.273783113,-2010.451137770,0.012635819,0.123995430,0.887232300,0.444166991,0.464633926,0.462462772,0.493622305
MoonRock_002814,2814,1,68837.881557785,-60896.118021395,-2096.596538770,-0.110835277,-0.013648981,-0.466885648,0.877238302,0.170341958,0.170749496,0.179194541
MoonRock_002815,2815,1,63023.050014816,-60697.900247957,-1789.310657728,-0.068708103,0.108873253,0.685881309,0.716235046,0.186808413,0.187362011,0.197940486
MoonRock_002816,2816,1,68945.169155441,-60083.666849520,-2238.134014356,0.015953338,0.104093743,0.963663306,0.245485268,0.098128126,0.097143683,0.102364179
MoonRock_002817,2817,1,67466.458217941,-60045.361185457,-2233.457576979,-0.010780283,-0.072599919,-0.995764034,0.055380738,0.237754601,0.236618126,0.242858265
MoonRock_002818,2818,1,64512.173549972,-60009.741068270,-2018.776905287,-0.013089206,0.116588107,0.984507221,0.130312770,0.102611712,0.101469554,0.108369173
MoonRock_002819,2819,1,67432.876674972,-59747.753763582,-2266.256725538,-0.074519137,0.004321417,-0.652969911,0.753696570,0.122101923,0.122460157,0.124641322
MoonRock_002820,2820,1,67479.531948410,-59623.144388582,-2279.955303419,-0.021884160,-0.061705455,-0.976393056,0.205840034,0.071132270,0.071059700,0.072359249
MoonRock_002821,2821,1,67510.623257003,-59461.144876863,-2296.997463453,0.013907525,0.063804298,0.962345901,0.263867314,0.402608671,0.401090488,0.409302774
MoonRock_002822,2822,1,67692.605678878,-59375.866556551,-2312.243473280,-0.063761628,0.010260006,-0.396751496,0.915651374,0.175014427,0.174726282,0.177868014
MoonRock_002823,2823,1,67985.720913253,-59263.952494051,-2330.681240309,-0.014120536,0.067707522,0.870762591,0.486814968,0.320944770,0.321727820,0.327275312
MoonRock_002824,2824,1,64479.422085128,-59199.108744051,-2155.148899305,-0.119773845,-0.020750066,0.641212888,0.757673870,0.302258774,0.303647593,0.319267859
MoonRock_002825,2825,1,61014.175503097,-59008.300638582,-1819.369518507,0.076052103,0.073775284,0.994172456,0.019859820,0.249237849,0.249117899,0.261584918
MoonRock_002826,2826,1,64523.904507003,-58873.193216707,-2213.204014051,-0.170205553,-0.092439284,0.838849919,0.508739484,0.446891719,0.454724955,0.496620166
MoonRock_002827,2827,1,61427.395717941,-58730.053568270,-1906.555759657,-0.080613292,0.068236588,0.211583739,0.971636551,0.172801315,0.173786889,0.181747007
MoonRock_002828,2828,1,60965.701382003,-58445.727396395,-1884.961139906,-0.038976824,0.092559285,0.609715984,0.786231521,0.161593063,0.161858893,0.167683194
MoonRock_002829,2829,1,60944.192592941,-57135.021829988,-2017.797100294,-0.059418023,0.068306646,-0.245543798,0.965148664,0.374763488,0.373032073,0.387116214
MoonRock_002830,2830,1,60958.450405441,-56394.299173738,-2074.818432081,-0.024921083,0.068165058,-0.020666597,0.997148613,0.476505692,0.478258413,0.488194667
MoonRock_002831,2831,1,60956.875698410,-55286.413431551,-2109.158909071,-0.057691216,-0.012070890,-0.981621179,0.181509996,0.428096828,0.429349487,0.435110697
MoonRock_002832,2832,1,60919.241421066,-55188.720560457,-2106.835186231,0.007691772,0.060482715,0.667709851,0.741920638,0.099243826,0.098977763,0.100361931
MoonRock_002833,2833,1,63226.895229660,-52009.142923738,-2384.634220350,-0.027518299,0.031762473,0.017568025,0.998962088,0.489951818,0.490179344,0.493960483
MoonRock_002834,2834,1,58189.114467941,-50130.993509676,-1966.706478346,0.034880479,0.111577767,0.722821526,0.681074736,0.312653781,0.309568373,0.325119804
MoonRock_002835,2835,1,58641.238491378,-51912.707376863,-2019.170772779,-0.056131585,0.111528892,-0.855447226,0.502613764,0.439941270,0.439038786,0.455579804
MoonRock_002836,2836,1,58740.811245285,-49988.940287020,-2062.318050611,-0.039701995,0.089307187,-0.343451994,0.934071039,0.331009561,0.329820033,0.343837219
MoonRock_002837,2837,1,60040.750210128,-50386.266947176,-2219.857036817,-0.024948722,0.056270000,-0.025446586,0.997779394,0.304925023,0.305613120,0.310193280
MoonRock_002838,2838,1,60139.834682785,-50654.443216707,-2219.497883070,-0.000892003,0.070461901,0.678036386,0.731642661,0.412570595,0.411367526,0.418828441
MoonRock_002839,2839,1,60236.013882003,-50656.066751863,-2228.646099317,-0.003550656,0.063937926,0.593213889,0.802493998,0.263985616,0.263445906,0.267646615
MoonRock_002840,2840,1,60260.171596847,-50425.939798738,-2237.900936354,-0.027505792,0.055702553,0.225848581,0.972179549,0.223704279,0.224493457,0.227788696
MoonRock_002841,2841,1,60274.270717941,-50498.742533113,-2235.775005567,0.054927267,0.025305941,0.960091002,0.273071188,0.408433609,0.408037201,0.414755207
MoonRock_002842,2842,1,60409.268276535,-50369.885111238,-2252.052128065,-0.020561442,0.054652273,0.284424041,0.956918660,0.174532802,0.175129032,0.177308151
MoonRock_002843,2843,1,60716.323940597,-49777.697611238,-2296.979725111,0.025438464,0.039016752,0.885251123,0.462775353,0.473405907,0.472722990,0.476989396
MoonRock_002844,2844,1,60748.501674972,-51178.930521395,-2258.721363294,-0.051253923,-0.011386057,-0.993967037,0.096296012,0.397061602,0.398229932,0.402127472
MoonRock_002845,2845,1,60893.093960128,-50927.258158113,-2276.736652601,0.045559639,0.025317455,0.930357467,0.362930200,0.469434763,0.468680065,0.474509259
MoonRock_002846,2846,1,61089.224331222,-50102.087259676,-2308.007633436,0.020631070,0.046942404,0.613495094,0.788032067,0.498444077,0.497562676,0.502880454
MoonRock_002847,2847,1,61177.188198410,-50016.833353426,-2314.171039808,-0.026361897,0.050224168,-0.838214791,0.542382289,0.205526670,0.205371582,0.206928522
MoonRock_002848,2848,1,61442.959682785,-50951.745462801,-2316.030704725,0.037743856,0.022409054,0.937879575,0.344173122,0.170668812,0.170492368,0.171904230
MoonRock_002849,2849,1,61458.487026535,-51475.280619051,-2297.118961561,-0.036934202,-0.026084919,-0.975563698,0.215013749,0.145570328,0.145838753,0.147017467
MoonRock_002850,2850,1,61464.871303878,-50154.565287020,-2336.893856275,0.010687582,0.031940402,0.443544178,0.895619422,0.474142358,0.473794516,0.476173393
MoonRock_002851,2851,1,61510.794155441,-50194.579935457,-2339.779293287,0.043581157,0.007748695,0.956318016,0.288957597,0.341999803,0.342283138,0.344653763
MoonRock_002852,2852,1,61541.983120285,-51341.515970613,-2306.789791334,0.026729562,0.025751931,0.999201291,0.014803689,0.125851138,0.125845118,0.126624464
MoonRock_002853,2853,1,61543.801967941,-50065.991068270,-2337.739002455,0.046868028,-0.021547448,0.957468642,0.283888879,0.137918331,0.138294264,0.139780470
MoonRock_002854,2854,1,61641.824428878,-51199.133158113,-2318.070614088,-0.029115187,-0.028523275,-0.998527250,0.035805858,0.356992113,0.357020585,0.359252214
MoonRock_002855,2855,1,61665.481655441,-50148.620462801,-2350.707828749,0.002107235,0.049128343,-0.337204537,0.940146300,0.091921111,0.092015943,0.092894646
MoonRock_002856,2856,1,61680.471889816,-51276.037454988,-2316.155254591,-0.032908263,0.025218694,-0.622367647,0.781626238,0.284809410,0.284553019,0.286478552
MoonRock_002857,2857,1,61689.236538253,-50862.878275301,-2333.952533949,0.034562453,0.025197963,0.966349984,0.253649774,0.109597072,0.109493499,0.110444203
MoonRock_002858,2858,1,61796.951382003,-51304.015970613,-2320.077144850,-0.021883013,0.026756860,0.228400939,0.972953347,0.355398521,0.355725797,0.357366247
MoonRock_002859,2859,1,62149.014370285,-50352.502298738,-2378.840076673,0.034197546,0.025965251,0.923225132,0.381852967,0.499299378,0.498499950,0.502757061
MoonRock_002860,2860,1,62158.877651535,-50028.442240145,-2388.503658521,-0.033213357,0.042736886,-0.625889569,0.778031284,0.126303198,0.126044269,0.127407743
MoonRock_002861,2861,1,62259.610073410,-50269.421244051,-2387.839328993,-0.011493804,0.042736080,0.500092963,0.864840186,0.290713531,0.291017751,0.293150414
MoonRock_002862,2862,1,62363.626186691,-50388.500833895,-2390.238201368,-0.015954979,0.041970316,0.714254092,0.698444717,0.484600020,0.484182451,0.487307975
MoonRock_002863,2863,1,62377.139370285,-49981.835794832,-2402.694332350,-0.042069891,0.039713259,-0.845572886,0.530716003,0.230598409,0.230751247,0.232450862
MoonRock_002864,2864,1,62456.582729660,-50523.827982332,-2385.369121778,0.022964844,0.041448037,0.959242454,0.278583185,0.363080584,0.362390506,0.366138776
MoonRock_002865,2865,1,62465.567104660,-50197.253275301,-2402.254307020,-0.038683061,0.033799691,-0.648192522,0.759741835,0.197000085,0.196761972,0.198664167
MoonRock_002866,2866,1,62590.811245285,-50235.864115145,-2409.202205885,-0.021668740,0.037083567,-0.067321402,0.996806452,0.294566322,0.294675457,0.296985285
MoonRock_002867,2867,1,62699.014370285,-49851.135111238,-2425.043308485,-0.039856060,-0.010275862,-0.867322547,0.496041834,0.054013838,0.054032133,0.054377040
MoonRock_002868,2868,1,62815.408413253,-50190.661478426,-2423.658191908,0.029921724,0.027650898,0.958499490,0.282168117,0.089594861,0.089479159,0.090158667
MoonRock_002869,2869,1,62818.191616378,-50006.530619051,-2427.624904859,-0.016130180,0.035209892,-0.060141527,0.997438258,0.448759888,0.449052872,0.451702281
MoonRock_002870,2870,1,63271.609585128,-51515.771341707,-2399.274646986,0.005971942,0.039666154,0.098056123,0.994372128,0.487921238,0.488589548,0.491578251
MoonRock_002871,2871,1,63392.605678878,-51386.974954988,-2406.511890638,0.005123344,0.033147622,0.350248461,0.936056089,0.489331515,0.489521860,0.491463537
MoonRock_002872,2872,1,63475.747768722,-51760.046244051,-2412.286579359,-0.046172613,-0.013005591,-0.987036072,0.153162455,0.223545646,0.224035605,0.226145208
MoonRock_002873,2873,1,63559.488003097,-51560.046244051,-2419.680797804,0.039843274,-0.000454616,0.974321681,0.221606791,0.290263010,0.290486294,0.292368543
MoonRock_002874,2874,1,63583.877651535,-51754.772806551,-2419.388401258,-0.030990116,0.035352198,0.015918011,0.998767466,0.074528709,0.074525752,0.075251536
MoonRock_002875,2875,1,63994.595424972,-51554.870462801,-2453.200542677,0.036504183,0.023968246,0.910470512,0.411261978,0.112467264,0.112337549,0.113334930
MoonRock_002876,2876,2,59745.767299972,-58711.865091707,-1705.433475721,-0.061763230,0.087217140,0.510814809,0.853022101,0.403556618,0.407344292,0.424036712
MoonRock_002877,2877,2,60006.985561691,-58500.488138582,-1758.258259046,-0.076258770,0.055937764,-0.354831047,0.930134665,0.077479267,0.076839732,0.080063331
MoonRock_002878,2878,2,60551.138393722,-58426.061869051,-1829.174053419,-0.085743923,-0.028859527,-0.974070215,0.207370016,0.449154719,0.452748865,0.466607472
MoonRock_002879,2879,2,60197.268764816,-58207.800150301,-1811.110889662,-0.069848124,0.060695320,0.069381376,0.993289254,0.344111341,0.344331892,0.357061191
MoonRock_002880,2880,2,58603.701870285,-58152.526712801,-1636.606609571,0.010675858,0.077691351,0.995978320,0.043327436,0.244724145,0.243234798,0.250631463
MoonRock_002881,2881,2,59325.235073410,-57600.488138582,-1806.473171461,-0.040545571,0.072828332,0.723228411,0.685560177,0.383971170,0.383706275,0.392402490
MoonRock_002882,2882,2,59523.721401535,-57265.392923738,-1849.545299757,0.049770668,0.073198057,0.941556392,0.325017670,0.166372373,0.165110964,0.171223154
MoonRock_002883,2883,2,59853.372280441,-56723.193216707,-1934.539615858,0.065406505,0.042228921,0.959920311,0.269242833,0.135335769,0.134965232,0.138689261
MoonRock_002884,2884,2,60205.545132003,-56412.536478426,-1989.568149793,0.067356565,0.007461354,0.993580979,0.090577371,0.301066514,0.302247162,0.307469812
MoonRock_002885,2885,2,60387.027065597,-56359.008646395,-2012.113392103,-0.066568315,0.006615719,-0.937961088,0.340226231,0.126739591,0.126844470,0.129162294
MoonRock_002886,2886,2,60626.138393722,-56265.197611238,-2038.261425245,0.020293385,0.076532500,0.313857324,0.946163060,0.295226785,0.295298889,0.303021805
MoonRock_002887,2887,2,60060.708706222,-55809.509134676,-2002.701389540,-0.038105897,0.052766931,-0.009141828,0.997837671,0.178665386,0.178820863,0.182034358
MoonRock_002888,2888,2,60118.325893722,-55645.446634676,-2017.672168958,-0.045539561,0.047676627,-0.435793494,0.897628608,0.293401220,0.292200845,0.298097924
MoonRock_002889,2889,2,60153.006069503,-55623.351908113,-2021.862041700,-0.059939111,0.049447465,-0.766052116,0.638064578,0.228459955,0.228535480,0.232577592
MoonRock_002890,2890,2,60324.490444503,-55618.945169832,-2036.519634474,-0.040200930,0.053055862,0.286132648,0.955875028,0.160805345,0.161402527,0.164117653
MoonRock_002891,2891,2,60206.778042160,-55526.330423738,-2032.081043470,-0.055040198,-0.028886820,-0.987913881,0.141993984,0.200153798,0.200726503,0.203692353
MoonRock_002892,2892,2,59947.793667160,-55519.628763582,-2010.042202223,-0.055516203,0.059080442,-0.813604879,0.575738268,0.493152947,0.493191729,0.501201838
MoonRock_002893,2893,2,60652.798549972,-55417.297220613,-2076.157772291,-0.047655085,0.063597678,0.489004424,0.868653557,0.098051384,0.098546809,0.100761435
MoonRock_002894,2894,2,60603.457729660,-55413.220072176,-2072.051250685,-0.005030512,0.068536972,0.728580860,0.681503710,0.355415322,0.354482043,0.360224857
MoonRock_002895,2895,2,60537.735073410,-55395.800638582,-2067.057430494,-0.019211004,0.059406151,0.342801852,0.937330644,0.435047578,0.436421954,0.442735313
MoonRock_002896,2896,2,60251.577846847,-55364.160013582,-2043.740665663,0.050195703,0.035241190,0.967269305,0.246228635,0.111882098,0.111678886,0.113520525
MoonRock_002897,2897,2,60697.280971847,-55150.256204988,-2088.153660047,-0.052887549,-0.016696743,-0.910574201,0.409608044,0.277210895,0.277753048,0.281221316
MoonRock_002898,2898,2,64255.154507003,-61188.928079988,-1788.696682203,-0.041457725,-0.102216717,-0.912193870,0.394633175,0.210008463,0.211228531,0.221487180
MoonRock_002899,2899,2,68751.016323410,-60823.864603426,-2107.635891187,-0.112910003,0.005096642,-0.487366189,0.865851923,0.379611978,0.379614113,0.399410713
MoonRock_002900,2900,2,67721.560757003,-60143.542337801,-2223.356640089,-0.080910312,-0.021045244,-0.558311583,0.825408260,0.155935781,0.156685000,0.160459754
MoonRock_002901,2901,2,68937.173549972,-60112.524271395,-2232.995998609,-0.105831893,0.000731296,-0.533814108,0.838952665,0.225474718,0.226013612,0.235702298
MoonRock_002902,2902,2,63295.950405441,-60105.261087801,-1923.914921034,-0.105950783,0.088254306,0.645700272,0.751037128,0.076694144,0.077791398,0.082611895
MoonRock_002903,2903,2,67509.842007003,-60075.463724520,-2230.605327833,-0.090817808,0.030547001,0.811234213,0.576817179,0.355927717,0.357418114,0.365510826
MoonRock_002904,2904,2,67391.543667160,-59837.109232332,-2255.925953138,-0.067637506,0.006564258,-0.360409630,0.930315525,0.092095852,0.091908881,0.093772984
MoonRock_002905,2905,2,67797.329799972,-59758.752298738,-2273.523151625,-0.083160754,-0.004996661,-0.535785585,0.840233973,0.449184997,0.450214578,0.461849975
MoonRock_002906,2906,2,67429.849331222,-59590.783548738,-2281.865131605,-0.062491514,0.016273251,-0.163914069,0.984358761,0.178994120,0.178213387,0.181806110
MoonRock_002907,2907,2,67582.779018722,-59479.894876863,-2297.797214735,-0.065193995,0.043640401,0.756847795,0.648865682,0.275773265,0.276364435,0.280913175
MoonRock_002908,2908,2,64572.610561691,-59445.336771395,-2112.199604261,-0.112420677,-0.044298482,-0.787276310,0.604644729,0.174712535,0.175947380,0.182851194
MoonRock_002909,2909,2,67988.467495285,-59429.382181551,-2313.012516249,-0.068526364,0.005249711,0.169722936,0.983092418,0.309582786,0.308538969,0.315372777
MoonRock_002910,2910,2,67767.495815597,-59285.046244051,-2323.796474684,-0.030679202,-0.059488052,-0.886171887,0.458496832,0.349389830,0.350604196,0.356326754
MoonRock_002911,2911,2,64501.809780441,-59195.666361238,-2154.504215467,-0.120030217,0.015470314,0.771443525,0.624682563,0.384794885,0.388628133,0.403709923
MoonRock_002912,2912,2,67847.293178878,-59149.133158113,-2339.488613355,0.019019470,0.055512813,0.997653509,0.035271282,0.275147842,0.274385699,0.279068479
MoonRock_002913,2913,2,61634.585659347,-58658.776712801,-1938.072788465,-0.075814720,-0.080047571,-0.985021475,0.132579068,0.348580026,0.350030555,0.367972894
MoonRock_002914,2914,2,61475.552456222,-58240.234232332,-1970.216762770,-0.023274507,0.095025418,0.061611400,0.993293765,0.201689366,0.203610462,0.211283694
MoonRock_002915,2915,2,60852.981655441,-56483.227396395,-2059.094822157,-0.070754323,-0.029243653,-0.887149003,0.455088212,0.277464011,0.278546821,0.284643162
MoonRock_002916,2916,2,60894.497768722,-55281.249857332,-2103.481113661,-0.000972469,0.076233203,0.717868096,0.691992016,0.369547283,0.368268490,0.375811092
MoonRock_002917,2917,2,61251.504604660,-55254.333353426,-2137.658512342,0.006687213,0.059256381,-0.010178336,0.998168505,0.197042996,0.197676486,0.200413017
MoonRock_002918,2918,2,61137.246792160,-55253.271341707,-2127.158367384,0.017072855,0.063950225,0.714316996,0.696685090,0.376469727,0.375154895,0.380995463
MoonRock_002919,2919,2,62674.185268722,-52368.688822176,-2334.435283888,-0.045912177,-0.005852409,-0.980086914,0.193099620,0.419248611,0.419931831,0.423515734
MoonRock_002920,2920,2,57644.595424972,-50188.146829988,-1869.716655958,0.101179653,0.021642893,0.924040499,0.368026383,0.464102241,0.463903969,0.484732237
